"age","exp","inc","family","edu","mortgage","ccAvg","securities","cd","online","cc","infoReq","loan"
54.454655894006,30,54,"2","2",185,19.97933564,"0","0","1","0","Email","0"
36,12,92,"2","2",184,1.00729608,"0","0","0","0","Ph","0"
26,2,119,"2","2",381,7.102196271,"0","0","1","1","Ph","0"
35.214730399012,11,40,"1","1",0,31.2198827,"0","0","1","0","Email","0"
29,4,41,"1","1",0,12.95613696,"0","0","0","0","Email","0"
35,11,81,"4","4",0,1.004907091,"0","0","1","1","Ph","0"
28,4,101,"2","2",270,31.98328029,"0","0","0","0","Ph","0"
48,24,25,"4","4",0,6.060574538,"0","0","0","0","Email","0"
46,20,55,"1","1",0,18.80431006,"1","0","0","0","Email","0"
31,7,43,"1","1",166,27.34762091,"0","0","0","1","Ph","0"
40,16,98,"2","2",98,24.19772878,"0","0","1","0","Email","0"
27,1,112,"4","4",402,28.57047837,"0","0","1","1","Ph","0"
32,2,69,"4","4",102,52.99443613,"0","0","1","0","Ph","0"
67,43,79,"4","4",215,22.19109865,"0","1","1","1","Email","0"
24,-2,118,"2","2",0,91.85849109,"1","0","1","0","Email","0"
45,18,81,"3","3",251,33.86168434,"0","0","1","1","Email","0"
26,0,40.6522073456009,"1","1",121,1.999143545,"0","0","1","0","Email","0"
42,17,139,"2","2",30.4989364882061,38.09796039,"0","0","1","0","Ph","1"
65,40,63,"3","3",0,6.082964865,"0","0","1","0","Email","0"
59,33,102,"2","2",0,17.66475072,"0","0","1","0","Email","0"
29.5786952924681,5,40,"3","3",0,22.15405293,"0","0","1","0","Email","0"
32,6,44,"1","1",81,3.992655839,"0","0","1","1","Email","0"
36,12,59,"3","3",216,26.12698262,"0","0","0","0","Email","0"
48,24,224,"2","2",0,85.96618842,"0","1","1","1","Email","0"
56,31,64,"2","2",0,29.10791296,"0","0","0","0","Email","0"
44,20,120.923419527681,"2","2",0,43.45227395,"0","0","1","0","Email","0"
60,34,43,"1","1",0,18.04569883,"0","0","1","1","Email","0"
51,27,12,"1","1",0,4.981186668,"0","1","1","1","Email","0"
34,10,53,"3","3",0,33.00572563,"0","0","1","0","Ph","0"
45,21,39,"2","2",0,27.17567656,"0","0","0","1","Email","0"
47,23,65,"1","1",0,1.011592267,"0","0","0","0","Email","0"
29,5,18,"1","1",94,5.017952312,"0","0","1","1","Email","0"
52,28,55,"1","1",11.1016345747395,19.76675927,"0","0","0","0","Ph","0"
61,35,60,"1","1",0,32.19064736,"0","0","1","0","Email","0"
40,14,42,"2","2",187,3.964275102,"0","0","1","0","Email","0"
24,0,44,"3","3",0,2.003392285,"0","0","0","0","Email","0"
33,7,111,"2","2",0,16.1123324,"0","0","1","0","Ph","0"
33,8,62,"1","1",0,12.81382988,"0","0","1","0","Ph","0"
52,26,44,"2","2",148,11.08056533,"0","0","0","1","Email","0"
40,14,69,"1","1",26.7925052328479,18.90385418,"0","0","0","0","Email","0"
45,20,62,"3","3",172,11.03093628,"0","0","1","0","Ph","0"
27,3,35,"1","1",0,24.03469167,"0","0","0","0","Email","0"
38,13,91,"1","1",0,37.50346816,"0","0","1","1","Email","0"
49.1381910852586,26,44.8541848836714,"1","1",96,3.028075353,"0","0","0","0","Ph","0"
41,15,89,"3","3",292,2.018889366,"0","0","1","0","Email","0"
60,34,65,"4","4",0,22.14915322,"1","0","1","0","Email","0"
64,34,179,"2","2",400,57.68933985,"0","0","0","0","Ph","1"
34,8,82,"2","2",0,18.96086164,"1","1","1","1","Email","0"
30,6,48,"1","1",0,15.22844461,"0","0","1","0","Email","0"
31,4,20,"4","4",25.5225744271891,19.05902284,"0","0","0","0","Email","0"
41,15,91,"1","1",330,37.09090778,"1","0","1","0","Email","0"
61,37,122,"2","2",0,78.01490841,"0","0","1","0","Email","0"
42,18,22,"1","1",0,17.95445529,"0","0","1","0","Email","0"
48,23,43,"2","2",41.1399308795261,15.78121004,"0","0","1","0","Ph","0"
59,34,38,"4","4",0,21.89600378,"0","0","0","1","Email","0"
57,33,61,"3","3",0,33.90337158,"0","0","1","0","Email","0"
37,13,33,"4","4",0,5.000867567,"0","0","0","0","Email","0"
53,27,145,"2","2",345,37.83089393,"0","0","0","0","Ph","0"
53,27,170,"1","1",0,13.11308683,"0","0","1","0","Email","0"
26,2,55,"3","3",0,9.001931538,"0","0","1","0","Email","0"
39,13.04174109776,40,"1","1",0,32.012236,"0","0","1","0","Email","0"
35,11,68,"2","2",94.8439179759162,0.992691808,"0","0","0","1","Email","0"
59,33,53,"3","3",0,31.73936205,"0","0","1","0","Ph","0"
42.2128560043372,18,63,"3","3",0,10.89555809,"1","0","0","0","Email","0"
39,15,123,"2","2",92,28.3396234,"0","0","0","1","Ph","0"
49,24,61.0486151491567,"2","2",0,1.004855577,"0","0","1","0","Ph","0"
47,23.5652643862605,12,"4","4",102,2.980719466,"0","0","0","1","Email","0"
41,17,53,"2","2",102,31.49232346,"0","0","1","0","Ph","0"
57,33,79,"1","1",294,35.00974609,"0","0","1","1","Email","0"
42,17,57.5810502037556,"1","1",170,1.996405266,"0","0","1","0","Email","0"
61,36,188,"1","1",0,106.2057878,"0","0","0","0","Ph","1"
56,26,62,"3","3",0,17.91051375,"0","0","1","0","Ph","0"
29,3,123,"3","3",428,72.92952234,"0","0","1","0","Ph","1"
25,-1,40,"3","3",0,30.88687833,"0","0","1","0","Email","0"
32,8,119,"4","4",0,66.3980581,"0","0","1","0","Ph","1"
37,12,123,"4","4",253,39.86392282,"0","1","1","1","Ph","1"
31,5,23,"1","1",0,4.984037549,"0","0","1","1","Ph","0"
38,14,54.756887084412,"1","1",27.3265198067788,19.205316,"0","0","1","0","Email","0"
40,14,69,"3","3",106,26.998479,"0","0","1","0","Email","0"
61,36,124,"2","2",0,50.94979406,"1","0","0","1","Email","0"
50,26,52,"4","4",0,2.006372495,"0","0","0","0","Email","0"
32,7,134,"2","2",0,40.4568696,"0","0","0","0","Email","0"
62,36,58,"1","1",0,10.95349327,"0","0","0","0","Email","0"
62,37,45,"3","3",200,5.988458516,"0","0","1","1","Email","0"
40,15.3996711566602,75,"4","4",0,13.8765054,"0","0","1","0","Ph","0"
59,34,23,"4","4",78,4.946378865,"0","0","0","0","Email","0"
45.126548188713,19,123,"3","3",0,15.86179028,"0","0","1","0","Ph","1"
62,37,48,"3","3",0,27.78210788,"0","0","0","0","Email","0"
48,22,145,"1","1",140,3.926423521,"0","0","1","0","Email","0"
29,5,31,"1","1",0,12.99593727,"0","0","0","0","Email","0"
58,32,38,"3","3",0,28.06534263,"0","0","1","0","Email","0"
43,17.7634972839001,78,"4","4",0,25.11855743,"0","0","0","0","Email","0"
39,15,94,"2","2",0,25.27192681,"0","0","1","0","Email","0"
33,7,84,"1","1",0,38.37799824,"0","0","1","0","Email","0"
40,15,22,"1","1",0,7.089465562,"0","0","1","0","Email","0"
28,3,78,"4","4",0,3.033585754,"0","0","1","1","Ph","0"
38,11,75,"3","3",0,30.03549673,"0","0","1","0","Ph","0"
65,40,71,"3","3",0,27.79579604,"0","0","0","1","Email","0"
35,11,24,"1","1",0,6.074228402,"0","0","1","1","Ph","0"
29,5,112,"2","2",0,57.89646871,"0","0","1","0","Email","0"
61,35,53,"1","1",167,37.33151416,"0","0","1","0","Email","0"
46,21,41,"1","1",0,6.030572794,"0","0","0","0","Ph","0"
47.5808830716014,23,25,"1","1",0,6.02097245,"0","0","1","0","Email","0"
60,33,42,"4","4",194,32.23862178,"0","0","0","0","Email","0"
54,27,51,"3","3",113,13.05183454,"1","1","1","1","Email","0"
43,18,19,"2","2",0,3.997200191,"0","0","1","0","Email","0"
38,14,90,"2","2",258,1.012667505,"1","1","1","1","Email","0"
46,22,89,"4","4",0,18.00622723,"0","0","1","0","Ph","0"
64,39,22,"3","3",0,6.039134575,"1","1","1","1","Email","0"
24,0,119,"1","1",0,19.27432514,"0","0","1","0","Email","0"
39,13,93,"4","4",28.0466658392007,46.72494874,"0","0","1","0","Ph","1"
34,8,18,"4","4",0,4.038408449,"0","0","0","0","Email","0"
65,40,32,"1","1",120,14.13824011,"0","0","1","0","Ph","0"
38,14,182,"3","3",0,32.76662058,"0","1","1","1","Email","1"
62,36,19,"2","2",0,3.007634562,"0","0","1","1","Email","0"
59,35,85,"1","1",0,45.27575569,"0","1","0","1","Ph","1"
49,25,90,"4","4",0,18.16182691,"1","0","1","0","Email","0"
57,32,59,"2","2",134,48.16219087,"0","0","1","0","Email","0"
64,33.9592922249163,84,"1","1",0,25.96400354,"0","0","0","0","Email","0"
47,22,95,"2","2",0,50.71724191,"0","0","0","0","Ph","1"
30,6,13,"3","3",0,11.83334363,"0","0","1","0","Ph","0"
42,18,88,"4","4",0,11.03799486,"0","0","1","1","Ph","0"
55.142725218216,28,34,"2","2",0,7.068145599,"0","0","1","0","Ph","0"
50,24,11,"4","4",0,7.018434638,"0","0","1","1","Email","0"
62,38,80,"4","4",0,21.58009979,"0","0","0","0","Email","0"
34,10,41,"1","1",0,17.16969089,"0","0","0","1","Email","0"
47,21,90,"3","3",0,11.08241876,"0","0","0","0","Email","0"
62,37,93,"3","3",0,39.01699314,"0","1","1","1","Ph","1"
61,35,81,"4","4",0,25.23240068,"0","0","0","0","Email","0"
59,34,60,"2","2",0,37.23343091,"0","0","1","0","Ph","0"
47,21,39,"3","3",0,6.989501243,"0","0","1","1","Ph","0"
65,39,47.1405377090944,"3","3",0,8.925302762,"0","0","0","0","Email","0"
56,32,32,"2","2",79,10.93565502,"1","0","1","0","Email","0"
56,32,54.3577088992776,"1","1",0,15.09864203,"0","0","1","0","Email","0"
33.8962263064506,7,35,"2","2",0,13.0681579,"0","0","0","1","Email","0"
61,31,154,"3","3",351,93.11748777,"0","1","1","1","Email","1"
42,18,189,"2","2",0,95.01226703,"0","0","1","0","Email","0"
44,19,40,"4","4",84,25.11631646,"0","0","0","0","Ph","0"
47,21.5669067298009,88,"2","2",0,21.95588396,"0","0","1","0","Email","0"
30,6,124,"2","2",0,6.968207114,"0","0","1","0","Email","0"
62,38,23,"2","2",0,3.993712161,"0","0","0","0","Ph","0"
56,32,23,"4","4",0,8.92829545,"0","0","1","1","Email","0"
25,-1,139,"2","2",0,26.25911127,"0","0","0","1","Email","0"
53,28,173,"4","4",427,35.09838741,"0","0","1","0","Ph","1"
26,0,42,"4","4",153,16.13501343,"0","0","1","0","Email","0"
59,35,161,"1","1",160,37.61019938,"0","0","0","1","Email","0"
62,36.8805220123595,28,"3","3",0,8.880139932,"0","0","1","0","Email","0"
58,32,191,"4","4",194,68.15882318,"0","0","0","1","Ph","1"
40,14,42,"2","2",106,3.942890574,"0","0","0","1","Email","0"
35,5,81,"4","4",0,52.25247541,"0","0","1","0","Email","0"
51,25,175,"3","3",312,9.039505497,"0","0","0","0","Ph","1"
41,15,82,"3","3",0,1.995001391,"0","0","1","0","Email","0"
48.2639700353371,27,53,"1","1",0,23.64951358,"0","0","0","1","Email","0"
27,1,142,"3","3",0,70.66199384,"0","0","0","0","Ph","1"
46,21,42,"4","4",0,24.77934326,"0","0","1","0","Ph","0"
46,20,64,"4","4",189,37.78354936,"0","0","0","0","Ph","0"
31.0373743379156,5,90,"2","2",0,15.96970001,"1","0","1","0","Ph","0"
58,32,44,"1","1",45.036098481671,10.95295228,"0","0","0","0","Ph","0"
42,18,29,"1","1",0,3.986352786,"0","0","1","0","Email","0"
59,35,93,"2","2",0,20.02144101,"0","0","0","1","Ph","0"
54,24,69,"3","3",132,17.94223989,"0","0","1","0","Email","0"
35,11,82,"2","2",0,21.95492451,"0","0","1","1","Email","0"
34,9,180,"2","2",0,84.03068308,"0","1","1","0","Ph","1"
46,21,13,"2","2",0,8.928829711,"0","0","1","0","Email","0"
52,28,72,"1","1",178,0.984890924,"0","0","0","0","Ph","0"
55,30,54,"2","2",0,21.82664128,"0","0","1","0","Email","0"
34,9,104,"1","1",0,59.96753848,"0","0","1","1","Email","0"
57,32,44,"2","2",157,25.10503196,"0","0","0","0","Email","0"
45,19,40,"1","1",0,3.03696379,"1","1","1","1","Email","0"
29,3,190,"2","2",246,59.50131234,"0","0","1","1","Ph","0"
49,23,64,"4","4",0,32.59314744,"0","0","1","1","Email","0"
36,11,9,"2","2",99,4.033508338,"1","0","0","0","Email","0"
57,31,38,"4","4",0,9.051290673,"0","0","1","0","Email","0"
25,0,72,"3","3",0,32.73162539,"0","0","1","0","Ph","0"
43,17,82,"1","1",79,66.62915076,"0","0","1","0","Ph","0"
27,2,42.5700356234758,"2","2",119,20.1549773,"1","0","1","0","Email","0"
54,28,82,"4","4",294,33.05949096,"0","0","0","0","Ph","0"
53,26,14,"2","2",83,13.08560557,"0","0","0","0","Email","0"
55,29,162,"1","1",0,38.04328602,"0","0","1","1","Email","0"
43,19,54,"2","2",0,21.81260625,"0","0","1","0","Email","0"
35,11,90,"2","2",0,0.988206852,"0","0","0","0","Ph","0"
59,34,64,"4","4",0,21.6857439,"0","0","0","0","Ph","0"
42,18,65,"3","3",62.9640153941373,27.22576524,"0","0","1","1","Email","0"
51,25,113,"2","2",0,80.57509896,"0","0","0","0","Email","0"
57,32,38,"2","2",0,26.89279858,"0","0","0","0","Email","0"
39,15.9491498477386,65,"1","1",0,19.21593711,"0","0","0","0","Ph","0"
53,27,39,"4","4",0,18.92660046,"0","0","1","0","Email","0"
31,6,170.925748852143,"2","2",0,87.64621227,"0","0","1","1","Email","0"
33,3,59,"2","2",0,23.04977887,"0","0","1","0","Ph","0"
38,14,43,"2","2",0,22.26009996,"0","0","1","0","Email","0"
47,21,24,"2","2",0,1.968713554,"0","0","0","1","Ph","0"
63,39,50,"1","1",166,0.998972124,"0","0","0","0","Email","0"
44,15.3300925149859,68,"1","1",0,49.39576786,"0","0","1","0","Ph","0"
61,37,61,"3","3",0,26.02641766,"0","0","1","0","Email","0"
52,28,21,"4","4",38.9020436060446,6.038050169,"0","0","1","0","Email","0"
59,34,21,"2","2",0,6.032286462,"0","0","1","0","Email","0"
56,32,31,"4","4",0,15.81589732,"0","0","0","0","Email","0"
58,33,70,"4","4",0,8.990197712,"1","0","1","0","Email","0"
30,6,25,"3","3",135,13.11553487,"0","0","0","1","Email","0"
42,17,78,"1","1",0,12.94794688,"0","0","1","0","Email","0"
51,27,19,"1","1",0,3.042335798,"0","0","0","0","Email","0"
60,35,23,"1","1",0,4.001734165,"0","0","1","0","Email","0"
30,4,53.5473993063923,"4","4",0,10.99775012,"0","0","1","0","Ph","0"
49,23,22,"1","1",0,3.993987905,"0","0","0","0","Ph","0"
26,0,71,"4","4",0,24.20053271,"1","0","1","0","Ph","0"
36,12,58,"1","1",0,46.66125363,"0","0","0","0","Email","0"
65,40,75,"3","3",0,27.81332832,"0","0","1","0","Email","0"
27,0,40,"1","1",110,25.91796744,"0","0","0","1","Email","0"
60,35,155,"1","1",0,19.1503876,"0","0","0","1","Ph","1"
32,6,66.4009108267537,"4","4",0,27.96958462,"0","0","0","0","Email","0"
46,20,99,"3","3",0,13.99943093,"0","0","0","0","Ph","0"
60,36,59,"1","1",0,1.000938166,"1","0","0","0","Email","0"
28,2,53,"3","3",0,31.24160086,"0","0","1","0","Email","0"
50,26,11,"4","4",0,2.992646829,"1","0","0","0","Ph","0"
52,28,179,"4","4",0,54.91519345,"0","0","0","0","Ph","1"
29,-1,71,"2","2",0,22.69028538,"0","0","0","0","Email","0"
30,4,85,"4","4",0,26.97375663,"0","0","1","0","Email","0"
42,13.8413789902027,49,"3","3",0,27.22837048,"1","0","1","0","Email","0"
32,6,122,"2","2",0,15.96882052,"0","0","1","1","Ph","0"
40,15,171,"2","2",0,43.26514345,"0","0","1","0","Email","0"
49,24,138,"2","2",0,27.81742366,"0","0","1","0","Ph","1"
53,23,8,"4","4",0,5.061319014,"1","0","1","0","Ph","0"
42,17,59,"4","4",0,5.030989952,"0","0","1","0","Email","0"
38,14,49,"3","3",0,37.4295961,"0","0","0","0","Email","0"
60,34,92,"2","2",0,26.44461791,"0","0","0","0","Ph","0"
27,5.55054494044792,75,"4","4",0,0.993146924,"0","0","0","0","Ph","0"
47.1631059556754,21.4490827095541,60,"1","1",0,36.81024653,"0","0","1","1","Ph","0"
27,2,41,"2","2",0,22.2361614,"0","0","1","0","Email","0"
45,21,40,"3","3",0,6.99799709,"0","0","1","1","Email","0"
41,16,81,"2","2",146,4.984737596,"0","0","1","1","Email","0"
44,20,52,"1","1",196,10.97060293,"0","0","0","1","Email","0"
38,14,25,"4","4",0,13.01082479,"0","0","0","0","Ph","0"
39,15,139,"1","1",353,44.77094554,"0","0","1","0","Email","0"
48,22,54,"1","1",0,14.92055519,"0","0","0","0","Ph","0"
47,22,81,"1","1",0,37.57937,"0","0","0","1","Email","0"
64,39,41.6162021585662,"3","3",0,27.82586961,"1","0","0","1","Email","0"
27,6.43037268812328,30,"4","4",0,13.0994105,"0","0","1","0","Ph","0"
66,41,59,"3","3",0,30.47176253,"0","0","0","0","Email","0"
43,17,21,"3","3",0,18.97465276,"0","0","0","0","Ph","0"
34,9,65,"3","3",104,8.964809778,"0","0","1","0","Email","0"
28,2,58.486966219099,"3","3",161,14.0682474,"0","0","1","0","Email","0"
52,28,52,"4","4",121,2.019347979,"0","0","0","0","Ph","0"
45,20,84,"4","4",180,13.93299959,"0","0","0","0","Ph","0"
24,-2,135,"2","2",0,90.72292465,"0","0","1","0","Ph","0"
39,14,18,"2","2",0,3.005397607,"1","0","0","0","Email","0"
40,16,34,"3","3",0,8.9720589,"0","0","1","1","Email","0"
30,5,85,"4","4",0,23.85704231,"0","0","1","0","Ph","0"
49,23,23,"1","1",0,17.85728317,"0","0","0","0","Ph","0"
53,27,65,"4","4",0,37.37975076,"0","0","0","1","Email","0"
56,30,195,"1","1",0,38.0561824,"0","0","0","0","Email","0"
50,24,40,"4","4",89,33.08075063,"0","0","1","0","Email","0"
53,29,103.681266598285,"2","2",0,2.989558043,"0","0","0","0","Ph","1"
60,34,84.9060309361538,"2","2",322,9.053015823,"0","0","1","1","Ph","0"
58,33,23,"3","3",131,15.91078576,"0","0","0","0","Email","0"
42.8305591497832,19,82,"2","2",0,23.96465751,"0","0","1","1","Ph","0"
46,21,53,"2","2",0,24.96134257,"0","0","0","0","Email","0"
29,3,32.9906272804116,"4","4",87,5.003082813,"0","0","1","1","Email","0"
56,30,75,"1","1",125,24.85707038,"0","0","1","0","Email","0"
48,23,23,"4","4",122,4.957161937,"0","0","0","0","Email","0"
61,36,133,"1","1",0,32.79843184,"0","0","1","0","Email","0"
41,17,129,"1","1",55.5336714418355,44.92574231,"0","0","0","1","Email","0"
35,11,85,"4","4",131,1.977590848,"0","0","0","0","Ph","0"
48,23,168,"2","2",308,37.16000273,"0","0","1","0","Email","0"
43,19,83,"4","4",0,26.03409063,"0","0","1","0","Email","0"
37,12,52,"1","1",0,13.95813622,"0","0","1","0","Email","0"
47,22,114,"1","1",0,7.060722374,"1","1","1","1","Email","0"
29,3,81,"1","1",0,38.15968687,"0","0","0","0","Email","0"
62.280369099643,38,32,"1","1",0,18.96082882,"0","0","0","0","Email","0"
43,19,63,"3","3",0,27.12143369,"0","0","0","0","Email","0"
57,30.6850505894435,70,"3","3",0,20.13763912,"0","0","0","0","Email","0"
55,31,20,"2","2",0,3.984064045,"0","0","1","0","Email","0"
47,23,138,"2","2",0,42.91915351,"0","0","1","1","Ph","0"
58,34,63,"4","4",0,19.97993904,"0","0","0","0","Ph","0"
53,28,85,"1","1",118,16.14583748,"0","0","1","0","Ph","0"
59,35,180,"2","2",0,83.64592297,"1","1","1","1","Ph","1"
46,22,80,"4","4",0,25.78662169,"0","0","1","0","Email","0"
41,15,53,"3","3",0,8.938917426,"0","0","1","0","Email","0"
46,20,72,"2","2",75,21.67189971,"0","0","1","0","Email","0"
40.7876733143824,18,123,"3","3",0,77.07621501,"0","1","1","1","Email","1"
44,18,91,"2","2",0,10.8967111,"0","0","1","0","Ph","0"
50,26,148,"2","2",0,88.32601427,"0","0","1","0","Email","0"
51,25,163,"2","2",0,16.06620012,"0","0","1","0","Ph","1"
55,30,28,"4","4",149,2.006652264,"0","0","1","1","Email","0"
37,12,158.133300889532,"1","1",0,102.612042,"0","0","0","0","Email","0"
34,10,22,"3","3",0,12.04171603,"0","0","1","0","Email","0"
59,34,74,"4","4",0,8.972708358,"0","0","1","1","Ph","0"
45,20,70,"4","4",0,24.96082166,"0","0","1","1","Ph","0"
30,4,11,"1","1",0,1.983424557,"0","0","1","1","Email","0"
32,8,61,"3","3",0,32.81557072,"0","0","0","0","Email","0"
61,37,41,"1","1",0,11.03822371,"0","0","1","1","Email","0"
51.7090181865292,28,108,"4","4",0,24.76798036,"0","0","1","0","Ph","1"
35,10,23,"4","4",0,13.98122473,"0","0","0","1","Email","0"
63,38,135,"2","2",183,50.37421162,"0","0","0","0","Email","1"
66,40,30,"2","2",86,8.993880832,"0","0","0","0","Ph","0"
48,24,144,"4","4",0,46.73324269,"0","0","0","0","Ph","1"
60,34,139,"4","4",0,4.998151318,"0","0","1","0","Ph","1"
38.5598083455176,17,143,"2","2",209,34.8918386,"0","0","1","0","Email","1"
31,7,44,"1","1",0,15.17204134,"0","0","1","1","Email","0"
58,31,49,"4","4",0,32.21572568,"0","0","1","0","Email","0"
67,42,75,"4","4",182,2.017547133,"0","0","1","0","Email","0"
35,9,43,"2","2",0,4.05445497,"0","0","1","0","Ph","0"
40,14,59,"3","3",0,6.05064395,"0","0","1","0","Email","0"
42,17,154,"3","3",0,64.66260804,"0","1","1","1","Ph","1"
44,18,75,"1","1",0,8.907393287,"0","0","0","1","Email","0"
47,23,75,"1","1",0,32.69934443,"0","0","0","1","Email","0"
59,35,88,"2","2",278,19.99351013,"0","0","0","0","Email","0"
29,3,91,"1","1",0,44.61786397,"0","0","0","0","Email","1"
36,6,11,"1","1",0,8.040724283,"1","0","1","0","Email","0"
47,22,22,"1","1",0,5.034557742,"0","0","1","0","Email","0"
55,29,49,"2","2",220,10.89761348,"0","0","0","1","Email","0"
41,17,140,"1","1",342,46.4597721,"0","0","0","0","Email","0"
51,25,99,"2","2",50.2892449659371,30.75132577,"0","0","0","0","Email","0"
26,4.88750064774296,82,"2","2",199,31.61105264,"0","0","0","0","Email","0"
33,9,10,"4","4",81,13.1249142,"0","0","0","1","Email","0"
30,5,109,"4","4",103,28.09526376,"0","0","0","1","Email","0"
30,4,45,"4","4",0,16.05298366,"0","0","0","0","Ph","0"
45,19,93,"2","2",0,22.08506981,"0","0","0","0","Email","0"
40,16,139.384536879401,"3","3",216,50.62492203,"0","1","1","0","Ph","1"
42,15,39,"3","3",132,12.93484403,"0","0","0","0","Ph","0"
50,26,21,"1","1",89,3.022515488,"0","0","1","0","Ph","0"
62.3372998798163,37,31,"3","3",0,2.9891315,"0","0","1","0","Email","0"
63,37,31,"1","1",0,6.018351634,"0","0","1","0","Email","0"
43,19,52,"4","4",0,27.91592295,"0","0","0","0","Email","0"
49,25,13,"1","1",0,12.11153713,"0","0","1","0","Email","0"
51,25,21,"2","2",76,5.07657629,"1","0","1","0","Email","0"
61,36,50,"4","4",189,21.80299183,"0","0","1","0","Ph","0"
43,19,81,"4","4",0,2.976532969,"0","0","0","1","Email","0"
43,19,74,"4","4",0,24.82847133,"0","0","0","1","Email","0"
61,36,89,"3","3",0,6.013137396,"0","0","1","0","Email","0"
35,9,82,"3","3",0,12.05713767,"0","0","1","0","Email","0"
59,33,88,"4","4",0,24.82466702,"0","0","0","0","Email","0"
40,16,61,"3","3",0,27.02272069,"0","0","0","0","Email","0"
61,36,139,"2","2",0,50.59018675,"0","0","0","0","Email","0"
48,22.328858492721,29,"1","1",0,16.18770037,"0","0","0","0","Email","0"
37,11,51,"3","3",0,26.78786161,"0","0","1","1","Email","0"
56,32,58,"1","1",241,23.85273667,"0","0","1","0","Email","0"
35,9,21,"2","2",125,17.79585616,"0","0","1","0","Email","0"
35,8,43,"2","2",0,21.0527778,"0","0","0","0","Email","0"
40,16,104,"2","2",0,24.2654053,"0","0","1","0","Email","0"
50,23,9,"1","1",98,5.969119838,"0","0","1","0","Ph","0"
51.140978250261,25,39,"3","3",0,24.80877874,"0","0","0","0","Email","0"
46,22,89,"1","1",0,34.98113881,"1","1","1","1","Email","0"
64,40,21,"2","2",0,4.013403922,"0","0","0","0","Email","0"
60,35,173,"3","3",0,40.09143768,"0","0","1","0","Ph","1"
45,21,29,"1","1",105,3.974307946,"0","0","1","1","Email","0"
52,27,41.6830424484237,"4","4",0,3.046959717,"0","0","0","1","Email","0"
58,34,30,"3","3",0,5.000228068,"0","0","0","0","Email","0"
54,30,39,"4","4",0,1.982772963,"1","0","1","0","Email","0"
48,22,83,"2","2",248,4.996395145,"0","0","1","0","Email","0"
51,25,58,"3","3",30.3652010026089,9.031393635,"0","0","0","0","Email","0"
53,26,8,"1","1",0,5.92678066,"0","0","0","1","Ph","0"
57,27,39,"3","3",0,12.92388999,"1","0","0","0","Email","0"
43,18,204,"1","1",0,104.3955841,"0","0","1","0","Email","0"
37,13,45,"1","1",0,24.39508776,"0","0","0","0","Email","0"
32,7,111,"1","1",0,49.8034607,"1","0","0","0","Email","0"
34,10,83,"2","2",148,25.82589983,"0","0","0","0","Ph","0"
54,24,83,"1","1",0,39.46065605,"0","0","0","0","Email","0"
62,36,115,"2","2",202,36.71721914,"0","0","1","1","Email","0"
56,32,60,"1","1",227,23.96384506,"0","0","1","0","Email","0"
39,15,53,"1","1",0,24.11308241,"0","0","0","0","Email","0"
34.6058941664446,7,134,"2","2",0,43.03551412,"0","0","1","0","Email","0"
50,24,91,"1","1",0,10.9804151,"0","0","1","0","Email","0"
27,1,91,"2","2",0,3.050559912,"0","0","1","0","Email","0"
37,12,128,"2","2",0,50.35993846,"0","0","1","1","Email","0"
60,34,78,"3","3",0,57.56883717,"1","0","0","0","Email","0"
43,19,161,"2","2",464,96.01662676,"0","0","1","1","Ph","0"
62,36,60,"3","3",0,28.1286724,"0","0","1","0","Email","0"
39,14,161,"1","1",509,53.42736579,"1","0","0","0","Ph","0"
34,9,40,"4","4",0,25.86153811,"0","0","1","1","Email","0"
46,21,68,"1","1",0,3.00068846,"0","0","1","0","Ph","0"
46,22,74,"3","3",0,8.966075885,"0","0","1","0","Ph","0"
51,26,55,"3","3",93,26.25073398,"0","0","1","0","Ph","0"
44,20,145,"1","1",0,45.91803448,"0","0","0","1","Email","0"
60,35,24,"1","1",0,19.13412377,"0","0","0","0","Ph","0"
65,39,10,"1","1",0,10.84456346,"0","0","1","0","Email","0"
58,33,138,"2","2",0,50.21976691,"1","0","1","0","Email","0"
37,10.9154919525927,63,"4","4",0,26.81102403,"0","0","1","0","Email","0"
52,28,54,"4","4",0,2.004051729,"0","0","0","1","Email","0"
42,16,62,"3","3",0,12.12041097,"0","0","1","0","Ph","0"
54,29,81,"1","1",0,1.985681754,"0","0","0","0","Email","0"
54,28,61,"3","3",0,38.89344661,"0","0","1","1","Email","0"
51,27,97.8249544535727,"1","1",170.08797216925,20.16797207,"0","0","1","0","Email","0"
59,35,78,"2","2",0,36.70907724,"0","0","1","0","Email","0"
41,17,165,"2","2",157,95.11722956,"0","0","0","0","Email","0"
43,17,48,"3","3",0,28.06345082,"0","0","0","1","Email","0"
52,26,155,"3","3",0,91.82465073,"0","0","1","0","Ph","1"
52,26,158,"2","2",251,48.62617127,"0","0","0","1","Ph","1"
53.4972970992934,31,52,"1","1",0,18.19403716,"0","0","1","0","Ph","0"
53,28,18,"4","4",0,10.94434647,"0","0","0","0","Email","0"
58,33,42,"4","4",0,22.22363765,"0","0","0","0","Ph","0"
59,33,18,"2","2",0,3.034627786,"0","0","0","0","Email","0"
57,31,46.0692353569942,"2","2",0,3.982357458,"0","1","1","1","Email","0"
27,2,44,"4","4",26.2156347505324,6.975129486,"1","1","1","1","Email","0"
